,Unnamed: 0,file_name,extension,ID,x_start[px],y_start[px],x_end[px],y_end[px],width,ang_vel[deg/s],IRSKY_TEMP,TEMP,WINDSP,PRES,FWHM,RHUM,TAU0,image_name
256,256,OMEGA.2022-01-27T04:01:24.760.fits,22,5,53.07,110.18,2086.56,497.25,2071.0,0.00381,-92.6,15.9,1.7,745.1,0.58,8.0,0.014415,OMEGA.2022-01-27T04:01:24.760.fits_strip_22_5.npy
257,257,OMEGA.2022-01-27T04:01:24.760.fits,23,6,60.94,522.38,2086.78,901.42,2062.0,0.003816,-92.6,15.9,1.7,745.1,0.58,8.0,0.014415,OMEGA.2022-01-27T04:01:24.760.fits_strip_23_6.npy
258,258,OMEGA.2022-01-27T04:01:24.760.fits,3,7,53.03,3364.41,2087.19,3747.93,2071.0,0.00379,-92.6,15.9,1.7,745.1,0.58,8.0,0.014415,OMEGA.2022-01-27T04:01:24.760.fits_strip_3_7.npy
259,259,OMEGA.2022-01-27T04:01:24.760.fits,4,8,52.79,3769.19,1762.97,4089.97,1741.0,0.003795,-92.6,15.9,1.7,745.1,0.58,8.0,0.014415,OMEGA.2022-01-27T04:01:24.760.fits_strip_4_8.npy
260,260,OMEGA.2022-01-27T03:49:15.748.fits,30,2,56.99,3828.13,2087.05,3217.2,2121.0,0.01532,-92.8,15.75,1.55,745.2,0.7,7.0,0.013509,OMEGA.2022-01-27T03:49:15.748.fits_strip_30_2.npy
261,261,OMEGA.2022-01-27T03:49:15.748.fits,31,3,55.1,3184.72,1227.51,2833.1,1225.0,0.01536,-92.8,15.75,1.55,745.2,0.7,7.0,0.013509,OMEGA.2022-01-27T03:49:15.748.fits_strip_31_3.npy
262,262,OMEGA.2022-01-27T06:44:26.807.fits,12,1,1693.54,121.56,2086.25,1441.38,1378.0,0.02728,-92.9,14.6,0.78,744.0,0.76,8.0,0.011112,OMEGA.2022-01-27T06:44:26.807.fits_strip_12_1.npy
263,263,OMEGA.2022-01-27T06:44:26.807.fits,25,2,54.18,1801.38,766.73,4190.38,2494.0,0.02733,-92.9,14.6,0.78,744.0,0.76,8.0,0.011112,OMEGA.2022-01-27T06:44:26.807.fits_strip_25_2.npy
264,264,OMEGA.2022-01-27T06:44:26.807.fits,3,4,1267.89,4.19,2087.45,2765.11,2881.0,0.02713,-92.9,14.6,0.78,744.0,0.76,8.0,0.011112,OMEGA.2022-01-27T06:44:26.807.fits_strip_3_4.npy
265,265,OMEGA.2022-01-27T06:44:26.807.fits,8,6,455.63,4.39,1666.09,4066.88,4240.0,0.02722,-92.9,14.6,0.78,744.0,0.76,8.0,0.011112,OMEGA.2022-01-27T06:44:26.807.fits_strip_8_6.npy
266,266,OMEGA.2022-02-01T01:19:35.475.fits,13,1,1246.84,105.62,2085.29,355.87,876.0,0.4574,-90.9,12.02,1.33,743.7,0.57,8.0,0.016636,OMEGA.2022-02-01T01:19:35.475.fits_strip_13_1.npy
267,267,OMEGA.2022-02-01T01:19:35.475.fits,14,2,57.93,387.99,2090.5,994.04,2122.0,0.4585,-90.9,12.02,1.33,743.7,0.57,8.0,0.016636,OMEGA.2022-02-01T01:19:35.475.fits_strip_14_2.npy
268,268,OMEGA.2022-02-01T01:19:35.475.fits,15,3,57.92,1028.55,2090.96,1633.03,2122.0,0.4598,-90.9,12.02,1.33,743.7,0.57,8.0,0.016636,OMEGA.2022-02-01T01:19:35.475.fits_strip_15_3.npy
269,269,OMEGA.2022-02-01T01:19:35.475.fits,16,4,57.82,1667.26,2090.49,2272.98,2122.0,0.461,-90.9,12.02,1.33,743.7,0.57,8.0,0.016636,OMEGA.2022-02-01T01:19:35.475.fits_strip_16_4.npy
270,270,OMEGA.2022-02-01T01:19:35.475.fits,29,9,58.08,2306.31,2090.56,2912.65,2122.0,0.4622,-90.9,12.02,1.33,743.7,0.57,8.0,0.016636,OMEGA.2022-02-01T01:19:35.475.fits_strip_29_9.npy
271,271,OMEGA.2022-02-01T01:19:35.475.fits,3,11,1249.0,3.57,1008.97,4070.49,4075.0,0.431,-90.9,12.02,1.33,743.7,0.57,8.0,0.016636,OMEGA.2022-02-01T01:19:35.475.fits_strip_3_11.npy
272,272,OMEGA.2022-02-01T01:19:35.475.fits,30,12,58.25,2949.66,2091.64,3552.96,2122.0,0.4635,-90.9,12.02,1.33,743.7,0.57,8.0,0.016636,OMEGA.2022-02-01T01:19:35.475.fits_strip_30_12.npy
273,273,OMEGA.2022-02-01T01:19:35.475.fits,31,13,59.28,3585.92,2083.65,4187.99,2113.0,0.4644,-90.9,12.02,1.33,743.7,0.57,8.0,0.016636,OMEGA.2022-02-01T01:19:35.475.fits_strip_31_13.npy
274,274,OMEGA.2022-02-01T01:07:26.523.fits,25,1,605.68,109.17,2087.11,248.78,1489.0,0.4037,-90.3,12.03,1.65,743.6,0.43,8.0,0.017493,OMEGA.2022-02-01T01:07:26.523.fits_strip_25_1.npy
275,275,OMEGA.2022-02-01T01:07:26.523.fits,26,2,62.95,260.51,2084.12,449.68,2031.0,0.4047,-90.3,12.03,1.65,743.6,0.43,8.0,0.017493,OMEGA.2022-02-01T01:07:26.523.fits_strip_26_2.npy
276,276,OMEGA.2022-02-01T01:07:26.523.fits,27,3,53.02,461.7,2084.29,650.19,2041.0,0.4056,-90.3,12.03,1.65,743.6,0.43,8.0,0.017493,OMEGA.2022-02-01T01:07:26.523.fits_strip_27_3.npy
277,277,OMEGA.2022-02-01T01:07:26.523.fits,28,4,62.91,662.88,2083.6,857.1,2031.0,0.4066,-90.3,12.03,1.65,743.6,0.43,8.0,0.017493,OMEGA.2022-02-01T01:07:26.523.fits_strip_28_4.npy
278,278,OMEGA.2022-02-01T01:07:26.523.fits,5,5,62.9,3294.33,2083.68,3487.59,2031.0,0.3999,-90.3,12.03,1.65,743.6,0.43,8.0,0.017493,OMEGA.2022-02-01T01:07:26.523.fits_strip_5_5.npy
279,279,OMEGA.2022-02-01T01:07:26.523.fits,6,6,61.4,3496.68,2086.53,3686.4,2035.0,0.4008,-90.3,12.03,1.65,743.6,0.43,8.0,0.017493,OMEGA.2022-02-01T01:07:26.523.fits_strip_6_6.npy
280,280,OMEGA.2022-02-01T01:07:26.523.fits,7,7,52.45,3700.24,2086.61,3890.01,2044.0,0.4018,-90.3,12.03,1.65,743.6,0.43,8.0,0.017493,OMEGA.2022-02-01T01:07:26.523.fits_strip_7_7.npy
281,281,OMEGA.2022-02-01T01:07:26.523.fits,8,8,60.02,3898.43,2082.99,4089.74,2033.0,0.4026,-90.3,12.03,1.65,743.6,0.43,8.0,0.017493,OMEGA.2022-02-01T01:07:26.523.fits_strip_8_8.npy
282,282,OMEGA.2022-02-01T02:35:19.037.fits,17,1,62.87,1711.44,2079.92,1820.67,2021.0,0.004719,-89.0,11.68,3.28,743.9,1.42,20.0,0.005694,OMEGA.2022-02-01T02:35:19.037.fits_strip_17_1.npy
283,283,OMEGA.2022-02-01T02:35:19.037.fits,18,2,60.13,1829.2,2048.65,1947.02,1993.0,0.004719,-89.0,11.68,3.28,743.9,1.42,20.0,0.005694,OMEGA.2022-02-01T02:35:19.037.fits_strip_18_2.npy
284,284,OMEGA.2022-02-01T02:35:19.037.fits,2,3,64.4,1352.53,2085.16,1466.97,2025.0,0.00472,-89.0,11.68,3.28,743.9,1.42,20.0,0.005694,OMEGA.2022-02-01T02:35:19.037.fits_strip_2_3.npy
285,285,OMEGA.2022-02-01T02:35:19.037.fits,3,5,62.79,1472.85,2089.59,1586.91,2031.0,0.00472,-89.0,11.68,3.28,743.9,1.42,20.0,0.005694,OMEGA.2022-02-01T02:35:19.037.fits_strip_3_5.npy
286,286,OMEGA.2022-02-01T02:35:19.037.fits,4,6,53.58,1591.45,2080.36,1705.82,2031.0,0.00472,-89.0,11.68,3.28,743.9,1.42,20.0,0.005694,OMEGA.2022-02-01T02:35:19.037.fits_strip_4_6.npy
287,287,OMEGA.2022-02-01T02:47:28.440.fits,13,1,142.59,3830.6,2032.56,3819.12,1891.0,0.03161,-88.8,11.7,3.5,744.0,0.62,25.0,0.009886,OMEGA.2022-02-01T02:47:28.440.fits_strip_13_1.npy
288,288,OMEGA.2022-02-01T02:47:28.440.fits,14,2,61.51,3818.32,2086.49,3810.18,2026.0,0.03161,-88.8,11.7,3.5,744.0,0.62,25.0,0.009886,OMEGA.2022-02-01T02:47:28.440.fits_strip_14_2.npy
289,289,OMEGA.2022-02-01T02:47:28.440.fits,15,3,52.09,3810.43,2084.08,3803.17,2033.0,0.03161,-88.8,11.7,3.5,744.0,0.62,25.0,0.009886,OMEGA.2022-02-01T02:47:28.440.fits_strip_15_3.npy
290,290,OMEGA.2022-02-01T02:47:28.440.fits,16,4,52.1,3805.05,2084.09,3796.59,2033.0,0.03161,-88.8,11.7,3.5,744.0,0.62,25.0,0.009886,OMEGA.2022-02-01T02:47:28.440.fits_strip_16_4.npy
291,291,OMEGA.2022-02-01T02:47:28.440.fits,29,5,51.53,3796.66,2081.52,3790.72,2031.0,0.03161,-88.8,11.7,3.5,744.0,0.62,25.0,0.009886,OMEGA.2022-02-01T02:47:28.440.fits_strip_29_5.npy
292,292,OMEGA.2022-02-01T02:47:28.440.fits,30,6,52.03,3795.71,2084.02,3788.77,2033.0,0.0316,-88.8,11.7,3.5,744.0,0.62,25.0,0.009886,OMEGA.2022-02-01T02:47:28.440.fits_strip_30_6.npy
293,293,OMEGA.2022-02-01T02:47:28.440.fits,31,7,52.02,3789.21,2084.0,3781.64,2033.0,0.0316,-88.8,11.7,3.5,744.0,0.62,25.0,0.009886,OMEGA.2022-02-01T02:47:28.440.fits_strip_31_7.npy
294,294,OMEGA.2022-02-01T02:47:28.440.fits,32,8,52.0,3784.31,2036.0,3781.07,1985.0,0.0316,-88.8,11.7,3.5,744.0,0.62,25.0,0.009886,OMEGA.2022-02-01T02:47:28.440.fits_strip_32_8.npy
295,295,OMEGA.2022-02-01T01:13:30.954.fits,1,2,465.61,4077.27,144.37,3388.49,761.0,0.4766,-90.3,12.0,1.58,743.6,0.59,8.0,0.017493,OMEGA.2022-02-01T01:13:30.954.fits_strip_1_2.npy
296,296,OMEGA.2022-02-01T01:13:30.954.fits,15,4,2089.66,3773.89,386.96,127.88,4025.0,0.4783,-90.3,12.0,1.58,743.6,0.59,8.0,0.017493,OMEGA.2022-02-01T01:13:30.954.fits_strip_15_4.npy
297,297,OMEGA.2022-02-01T01:13:30.954.fits,2,6,57.54,1292.23,2088.1,3484.25,2989.0,0.09764,-90.3,12.0,1.58,743.6,0.59,8.0,0.017493,OMEGA.2022-02-01T01:13:30.954.fits_strip_2_6.npy
298,298,OMEGA.2022-02-01T01:13:30.954.fits,25,7,435.88,117.15,2086.03,1900.94,2431.0,0.097,-90.3,12.0,1.58,743.6,0.59,8.0,0.017493,OMEGA.2022-02-01T01:13:30.954.fits_strip_25_7.npy
299,299,OMEGA.2022-02-01T01:13:30.954.fits,26,8,57.86,2023.61,2071.73,4194.3,2962.0,0.09687,-90.3,12.0,1.58,743.6,0.59,8.0,0.017493,OMEGA.2022-02-01T01:13:30.954.fits_strip_26_8.npy
300,300,OMEGA.2022-02-01T01:13:30.954.fits,3,9,56.28,3600.53,485.59,4064.34,633.0,0.09748,-90.3,12.0,1.58,743.6,0.59,8.0,0.017493,OMEGA.2022-02-01T01:13:30.954.fits_strip_3_9.npy
301,301,OMEGA.2022-02-01T01:13:30.954.fits,31,10,293.97,132.26,2088.01,2069.02,2641.0,0.09662,-90.3,12.0,1.58,743.6,0.59,8.0,0.017493,OMEGA.2022-02-01T01:13:30.954.fits_strip_31_10.npy
302,302,OMEGA.2022-02-01T01:13:30.954.fits,32,11,56.51,2192.73,1903.25,4189.72,2721.0,0.09647,-90.3,12.0,1.58,743.6,0.59,8.0,0.017493,OMEGA.2022-02-01T01:13:30.954.fits_strip_32_11.npy
303,303,OMEGA.2022-02-01T01:13:30.954.fits,5,12,2072.29,3065.98,647.62,5.31,3377.0,0.477,-90.3,12.0,1.58,743.6,0.59,8.0,0.017493,OMEGA.2022-02-01T01:13:30.954.fits_strip_5_12.npy
304,304,OMEGA.2022-02-01T01:13:30.954.fits,7,14,852.6,4.46,2089.21,1332.99,1816.0,0.09737,-90.3,12.0,1.58,743.6,0.59,8.0,0.017493,OMEGA.2022-02-01T01:13:30.954.fits_strip_7_14.npy
305,305,OMEGA.2022-02-01T01:13:30.954.fits,8,15,56.57,1443.14,2087.67,3634.66,2989.0,0.09726,-90.3,12.0,1.58,743.6,0.59,8.0,0.017493,OMEGA.2022-02-01T01:13:30.954.fits_strip_8_15.npy
306,306,OMEGA.2022-02-01T01:38:14.148.fits,17,1,410.46,10.45,651.05,4091.36,4089.0,0.3022,-92.2,12.09,4.13,743.6,0.48,8.0,0.012454,OMEGA.2022-02-01T01:38:14.148.fits_strip_17_1.npy
307,307,OMEGA.2022-02-01T01:38:14.148.fits,17,2,650.77,4090.03,552.64,29.22,4063.0,0.2189,-92.2,12.09,4.13,743.6,0.48,8.0,0.012454,OMEGA.2022-02-01T01:38:14.148.fits_strip_17_2.npy
308,308,OMEGA.2022-02-01T01:38:14.148.fits,20,3,337.34,1.6,2030.24,3845.3,4201.0,0.5077,-92.2,12.09,4.13,743.6,0.48,8.0,0.012454,OMEGA.2022-02-01T01:38:14.148.fits_strip_20_3.npy
309,309,OMEGA.2022-02-01T01:38:14.148.fits,25,4,851.38,4160.52,761.51,108.51,4054.0,0.2204,-92.2,12.09,4.13,743.6,0.48,8.0,0.012454,OMEGA.2022-02-01T01:38:14.148.fits_strip_25_4.npy
310,310,OMEGA.2022-02-01T01:38:14.148.fits,25,5,916.63,115.03,1150.5,4188.32,4081.0,0.3044,-92.2,12.09,4.13,743.6,0.48,8.0,0.012454,OMEGA.2022-02-01T01:38:14.148.fits_strip_25_5.npy
311,311,OMEGA.2022-02-01T01:38:14.148.fits,29,6,953.54,4187.01,858.0,132.13,4057.0,0.2211,-92.2,12.09,4.13,743.6,0.48,8.0,0.012454,OMEGA.2022-02-01T01:38:14.148.fits_strip_29_6.npy
312,312,OMEGA.2022-02-01T01:38:14.148.fits,29,7,1169.58,127.47,1403.69,4190.73,4071.0,0.3055,-92.2,12.09,4.13,743.6,0.48,8.0,0.012454,OMEGA.2022-02-01T01:38:14.148.fits_strip_29_7.npy
313,313,OMEGA.2022-02-01T03:07:16.453.fits,5,2,55.21,2447.34,2085.64,1960.43,2089.0,0.01206,-89.2,11.55,4.3,744.0,0.47,31.0,0.012843,OMEGA.2022-02-01T03:07:16.453.fits_strip_5_2.npy
314,314,OMEGA.2022-01-13T00:46:07.341.astred.cal.fits,10,1,63.03,3747.84,2085.06,2651.76,2301.0,0.00638,-67.2,15.15,8.07,745.6,1.24,32.0,0.006121,OMEGA.2022-01-13T00:46:07.341.astred.cal.fits_strip_10_1.npy
315,315,OMEGA.2022-01-13T00:46:07.341.astred.cal.fits,11,2,63.62,2587.87,2085.52,1493.65,2300.0,0.006409,-67.2,15.15,8.07,745.6,1.24,32.0,0.006121,OMEGA.2022-01-13T00:46:07.341.astred.cal.fits_strip_11_2.npy
316,316,OMEGA.2022-01-13T00:46:07.341.astred.cal.fits,12,3,62.76,1429.01,2084.73,334.92,2300.0,0.006438,-67.2,15.15,8.07,745.6,1.24,32.0,0.006121,OMEGA.2022-01-13T00:46:07.341.astred.cal.fits_strip_12_3.npy
317,317,OMEGA.2022-01-13T00:46:07.341.astred.cal.fits,13,4,106.01,420.82,674.93,110.61,649.0,0.00634,-67.2,15.15,8.07,745.6,1.24,32.0,0.006121,OMEGA.2022-01-13T00:46:07.341.astred.cal.fits_strip_13_4.npy
318,318,OMEGA.2022-01-13T00:46:07.341.astred.cal.fits,22,5,54.23,3166.95,2083.26,2075.41,2305.0,0.006496,-67.2,15.15,8.07,745.6,1.24,32.0,0.006121,OMEGA.2022-01-13T00:46:07.341.astred.cal.fits_strip_22_5.npy
319,319,OMEGA.2022-01-13T00:46:07.341.astred.cal.fits,23,6,62.02,2009.24,2083.19,913.68,2300.0,0.006526,-67.2,15.15,8.07,745.6,1.24,32.0,0.006121,OMEGA.2022-01-13T00:46:07.341.astred.cal.fits_strip_23_6.npy
320,320,OMEGA.2022-01-13T00:46:07.341.astred.cal.fits,24,7,62.82,848.65,1620.84,6.62,1772.0,0.006551,-67.2,15.15,8.07,745.6,1.24,32.0,0.006121,OMEGA.2022-01-13T00:46:07.341.astred.cal.fits_strip_24_7.npy
321,321,OMEGA.2022-01-13T00:46:07.341.astred.cal.fits,9,9,1391.25,4186.04,2079.74,3817.34,782.0,0.006358,-67.2,15.15,8.07,745.6,1.24,32.0,0.006121,OMEGA.2022-01-13T00:46:07.341.astred.cal.fits_strip_9_9.npy
322,322,OMEGA.2022-01-13T06:42:17.793.astred.cal.fits,20,4,96.59,1551.93,2041.36,1180.11,1981.0,0.004797,-67.6,14.77,1.33,745.1,0.59,30.0,0.017943,OMEGA.2022-01-13T06:42:17.793.astred.cal.fits_strip_20_4.npy
323,323,OMEGA.2022-01-13T02:16:30.627.astred.cal.fits,17,2,51.81,3690.1,2086.58,3594.83,2038.0,0.02998,-63.9,14.97,3.55,746.4,0.5,30.0,0.007846,OMEGA.2022-01-13T02:16:30.627.astred.cal.fits_strip_17_2.npy
324,324,OMEGA.2022-01-13T02:16:30.627.astred.cal.fits,18,3,52.26,3593.29,2090.2,3501.46,2041.0,0.02997,-63.9,14.97,3.55,746.4,0.5,30.0,0.007846,OMEGA.2022-01-13T02:16:30.627.astred.cal.fits_strip_18_3.npy
325,325,OMEGA.2022-01-13T02:16:30.627.astred.cal.fits,19,4,52.73,3496.34,2075.48,3400.83,2026.0,0.02996,-63.9,14.97,3.55,746.4,0.5,30.0,0.007846,OMEGA.2022-01-13T02:16:30.627.astred.cal.fits_strip_19_4.npy
326,326,OMEGA.2022-01-13T02:16:30.627.astred.cal.fits,2,5,53.28,3999.01,2082.97,3902.03,2033.0,0.03002,-63.9,14.97,3.55,746.4,0.5,30.0,0.007846,OMEGA.2022-01-13T02:16:30.627.astred.cal.fits_strip_2_5.npy
327,327,OMEGA.2022-01-13T02:16:30.627.astred.cal.fits,20,6,60.09,3396.88,1994.01,3307.18,1937.0,0.02994,-63.9,14.97,3.55,746.4,0.5,30.0,0.007846,OMEGA.2022-01-13T02:16:30.627.astred.cal.fits_strip_20_6.npy
328,328,OMEGA.2022-01-13T02:16:30.627.astred.cal.fits,3,7,52.88,3894.43,2090.67,3799.42,2041.0,0.03001,-63.9,14.97,3.55,746.4,0.5,30.0,0.007846,OMEGA.2022-01-13T02:16:30.627.astred.cal.fits_strip_3_7.npy
329,329,OMEGA.2022-01-13T02:16:30.627.astred.cal.fits,4,8,52.71,3794.57,2090.38,3697.01,2041.0,0.02999,-63.9,14.97,3.55,746.4,0.5,30.0,0.007846,OMEGA.2022-01-13T02:16:30.627.astred.cal.fits_strip_4_8.npy
330,330,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,22,1,51.52,3267.78,2087.08,3191.11,2038.0,0.03049,-64.1,14.93,5.7,746.3,0.55,29.0,0.008976,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits_strip_22_1.npy
331,331,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,22,2,51.9,3386.6,2090.38,3307.8,2041.0,0.03049,-64.1,14.93,5.7,746.3,0.55,29.0,0.008976,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits_strip_22_2.npy
332,332,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,22,3,51.57,1619.97,2085.07,1739.21,2038.0,0.004682,-64.1,14.93,5.7,746.3,0.55,29.0,0.008976,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits_strip_22_3.npy
333,333,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,23,4,51.22,3304.87,2089.64,3224.47,2041.0,0.03048,-64.1,14.93,5.7,746.3,0.55,29.0,0.008976,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits_strip_23_4.npy
334,334,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,23,5,52.63,3187.2,2083.06,3107.25,2033.0,0.03044,-64.1,14.93,5.7,746.3,0.55,29.0,0.008976,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits_strip_23_5.npy
335,335,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,23,6,51.54,1746.34,2085.26,1861.95,2038.0,0.004682,-64.1,14.93,5.7,746.3,0.55,29.0,0.008976,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits_strip_23_6.npy
336,336,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,24,7,51.57,1869.89,2085.35,1984.3,2038.0,0.004682,-64.1,14.93,5.7,746.3,0.55,29.0,0.008976,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits_strip_24_7.npy
337,337,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,24,8,52.71,3105.26,2088.12,3024.98,2038.0,0.03047,-64.1,14.93,5.7,746.3,0.55,29.0,0.008976,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits_strip_24_8.npy
338,338,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,24,9,52.23,3221.64,2080.71,3143.19,2031.0,0.03047,-64.1,14.93,5.7,746.3,0.55,29.0,0.008976,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits_strip_24_9.npy
339,339,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,5,10,51.52,3812.11,2086.9,3730.88,2038.0,0.03055,-64.1,14.93,5.7,746.3,0.55,29.0,0.008976,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits_strip_5_10.npy
340,340,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,5,11,51.92,3693.97,2080.3,3613.09,2031.0,0.0305,-64.1,14.93,5.7,746.3,0.55,29.0,0.008976,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits_strip_5_11.npy
341,341,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,6,12,51.41,3725.5,2089.72,3642.54,2041.0,0.03054,-64.1,14.93,5.7,746.3,0.55,29.0,0.008976,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits_strip_6_12.npy
342,342,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,7,13,52.81,3523.73,2088.13,3440.94,2038.0,0.03053,-64.1,14.93,5.7,746.3,0.55,29.0,0.008976,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits_strip_7_13.npy
343,343,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,7,14,51.9,3641.66,2072.2,3558.81,2023.0,0.03053,-64.1,14.93,5.7,746.3,0.55,29.0,0.008976,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits_strip_7_14.npy
344,344,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,8,15,51.74,3433.35,2087.15,3352.97,2038.0,0.03052,-64.1,14.93,5.7,746.3,0.55,29.0,0.008976,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits_strip_8_15.npy
345,345,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits,8,16,52.58,3551.16,2088.05,3472.09,2038.0,0.03052,-64.1,14.93,5.7,746.3,0.55,29.0,0.008976,OMEGA.2022-01-13T02:34:44.599.astred.cal.fits_strip_8_16.npy
346,346,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,1,1,54.22,196.8,520.31,5.03,505.0,0.02948,-64.1,14.91,4.38,746.4,0.59,28.0,0.00817,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits_strip_1_1.npy
347,347,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,17,2,59.93,1182.12,2087.16,1321.35,2033.0,0.004703,-64.1,14.91,4.38,746.4,0.59,28.0,0.00817,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits_strip_17_2.npy
348,348,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,18,3,59.97,1331.13,2070.93,1473.55,2017.0,0.004703,-64.1,14.91,4.38,746.4,0.59,28.0,0.00817,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits_strip_18_3.npy
349,349,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,19,4,52.52,1482.54,2081.76,1621.63,2035.0,0.004703,-64.1,14.91,4.38,746.4,0.59,28.0,0.00817,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits_strip_19_4.npy
350,350,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,2,5,58.49,740.27,2083.59,881.2,2031.0,0.004704,-64.1,14.91,4.38,746.4,0.59,28.0,0.00817,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits_strip_2_5.npy
351,351,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,20,6,59.98,1632.05,2047.25,1769.29,1993.0,0.004703,-64.1,14.91,4.38,746.4,0.59,28.0,0.00817,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits_strip_20_6.npy
352,352,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,3,7,59.97,886.12,2087.11,1026.5,2033.0,0.004703,-64.1,14.91,4.38,746.4,0.59,28.0,0.00817,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits_strip_3_7.npy
353,353,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,4,8,60.15,1034.36,2087.25,1175.36,2033.0,0.004703,-64.1,14.91,4.38,746.4,0.59,28.0,0.00817,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits_strip_4_8.npy
354,354,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,5,9,51.53,1137.52,2085.12,1255.4,2038.0,0.004682,-64.1,14.91,4.38,746.4,0.59,28.0,0.00817,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits_strip_5_9.npy
355,355,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,6,10,51.58,1259.63,2085.19,1377.13,2038.0,0.004682,-64.1,14.91,4.38,746.4,0.59,28.0,0.00817,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits_strip_6_10.npy
356,356,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,7,11,51.53,1386.58,2085.23,1502.49,2038.0,0.004682,-64.1,14.91,4.38,746.4,0.59,28.0,0.00817,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits_strip_7_11.npy
357,357,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits,8,12,52.12,1505.94,427.53,1527.02,377.0,0.004682,-64.1,14.91,4.38,746.4,0.59,28.0,0.00817,OMEGA.2022-01-13T02:28:39.808.astred.cal.fits_strip_8_12.npy
358,358,OMEGA.2022-01-13T06:35:33.321.astred.cal.fits,17,1,55.59,3194.93,2088.9,2806.88,2071.0,0.004797,-67.6,14.79,1.27,745.2,0.62,29.0,0.015583,OMEGA.2022-01-13T06:35:33.321.astred.cal.fits_strip_17_1.npy
359,359,OMEGA.2022-01-13T06:35:33.321.astred.cal.fits,18,3,52.27,2790.41,1386.82,2539.17,1359.0,0.004797,-67.6,14.79,1.27,745.2,0.62,29.0,0.015583,OMEGA.2022-01-13T06:35:33.321.astred.cal.fits_strip_18_3.npy
360,360,OMEGA.2022-01-13T06:35:33.321.astred.cal.fits,2,4,51.55,3062.23,2087.3,3526.38,2089.0,0.02007,-67.6,14.79,1.27,745.2,0.62,29.0,0.015583,OMEGA.2022-01-13T06:35:33.321.astred.cal.fits_strip_2_4.npy
361,361,OMEGA.2022-01-13T06:35:33.321.astred.cal.fits,20,5,689.52,1.88,2056.25,348.49,1411.0,0.01393,-67.6,14.79,1.27,745.2,0.62,29.0,0.015583,OMEGA.2022-01-13T06:35:33.321.astred.cal.fits_strip_20_5.npy
