,image_name,snr,alpha,beta,seeing,D,sat_altitude,npy_path
769,image_00770.fits,20,2.5,1.5,1.0,379,3078.148794324277,image_00770.npy
770,image_00771.fits,20,2.5,1.5,1.0,123,1753.567791675018,image_00771.npy
771,image_00772.fits,20,2.5,1.5,1.0,310,2783.882181415011,image_00772.npy
772,image_00773.fits,20,2.5,1.5,1.0,400,3162.2776601683795,image_00773.npy
773,image_00774.fits,20,2.5,1.5,1.0,137,1850.675552332175,image_00774.npy
774,image_00775.fits,20,2.5,1.5,1.0,141,1877.4983355518584,image_00775.npy
775,image_00776.fits,20,2.5,1.5,1.0,169,2055.4804791094466,image_00776.npy
776,image_00777.fits,20,2.5,1.5,1.0,190,2179.449471770337,image_00777.npy
777,image_00778.fits,20,2.5,1.5,1.0,156,1974.8417658131496,image_00778.npy
778,image_00779.fits,20,2.5,1.5,1.0,1,158.11388300841895,image_00779.npy
779,image_00780.fits,20,2.5,1.5,1.0,130,1802.7756377319945,image_00780.npy
780,image_00781.fits,20,2.5,1.5,1.0,397,3150.396800404673,image_00781.npy
781,image_00782.fits,20,2.5,1.5,1.0,335,2893.959225697556,image_00782.npy
782,image_00783.fits,20,2.5,1.5,1.0,231,2403.122968139583,image_00783.npy
783,image_00784.fits,20,2.5,1.5,1.0,477,3453.2593299664013,image_00784.npy
784,image_00785.fits,20,2.5,1.5,1.0,165,2031.0096011589897,image_00785.npy
785,image_00786.fits,20,2.5,1.5,1.0,365,3020.761493398643,image_00786.npy
786,image_00787.fits,20,2.5,1.5,1.0,392,3130.4951684997054,image_00787.npy
787,image_00788.fits,20,2.5,1.5,1.0,61,1234.908903522847,image_00788.npy
788,image_00789.fits,20,2.5,1.5,1.0,185,2150.5813167606566,image_00789.npy
789,image_00790.fits,20,2.5,1.5,1.0,25,790.5694150420949,image_00790.npy
790,image_00791.fits,20,2.5,1.5,1.0,452,3361.5472627943223,image_00791.npy
791,image_00792.fits,20,2.5,1.5,1.0,359,2995.8304357890484,image_00792.npy
792,image_00793.fits,20,2.5,1.5,1.0,169,2055.4804791094466,image_00793.npy
793,image_00794.fits,20,2.5,1.5,1.0,214,2313.0067012440754,image_00794.npy
794,image_00795.fits,20,2.5,1.5,1.0,113,1680.7736313971611,image_00795.npy
795,image_00796.fits,20,2.5,1.5,1.0,495,3517.811819867572,image_00796.npy
796,image_00797.fits,20,2.5,1.5,1.0,415,3221.024681681281,image_00797.npy
797,image_00798.fits,20,2.5,1.5,1.0,426,3263.433774416144,image_00798.npy
798,image_00799.fits,20,2.5,1.5,1.0,2,223.60679774997897,image_00799.npy
799,image_00800.fits,20,2.5,1.5,1.0,43,1036.822067666386,image_00800.npy
800,image_00801.fits,20,2.5,1.5,1.0,187,2162.174831043965,image_00801.npy
801,image_00802.fits,20,2.5,1.5,1.0,120,1732.0508075688772,image_00802.npy
802,image_00803.fits,20,2.5,1.5,1.0,376,3065.9419433511785,image_00803.npy
803,image_00804.fits,20,2.5,1.5,1.0,341,2919.7602641312865,image_00804.npy
804,image_00805.fits,20,2.5,1.5,1.0,27,821.5838362577492,image_00805.npy
805,image_00806.fits,20,2.5,1.5,1.0,356,2983.2867780352594,image_00806.npy
806,image_00807.fits,20,2.5,1.5,1.0,278,2636.285265292813,image_00807.npy
807,image_00808.fits,20,2.5,1.5,1.0,393,3134.485603731496,image_00808.npy
808,image_00809.fits,20,2.5,1.5,1.0,4,316.2277660168379,image_00809.npy
809,image_00810.fits,20,2.5,1.5,1.0,366,3024.896692450835,image_00810.npy
810,image_00811.fits,20,2.5,1.5,1.0,2,223.60679774997897,image_00811.npy
811,image_00812.fits,20,2.5,1.5,1.0,370,3041.38126514911,image_00812.npy
812,image_00813.fits,20,2.5,1.5,1.0,457,3380.0887562311136,image_00813.npy
813,image_00814.fits,20,2.5,1.5,1.0,305,2761.340254296815,image_00814.npy
814,image_00815.fits,20,2.5,1.5,1.0,270,2598.076211353316,image_00815.npy
815,image_00816.fits,20,2.5,1.5,1.0,439,3312.853754695489,image_00816.npy
816,image_00817.fits,20,2.5,1.5,1.0,125,1767.7669529663688,image_00817.npy
817,image_00818.fits,20,2.5,1.5,1.0,331,2876.629972728505,image_00818.npy
818,image_00819.fits,20,2.5,1.5,1.0,71,1332.2912594474226,image_00819.npy
819,image_00820.fits,20,2.5,1.5,1.0,272,2607.6809620810595,image_00820.npy
820,image_00821.fits,20,2.5,1.5,1.0,412,3209.3613071762425,image_00821.npy
821,image_00822.fits,20,2.5,1.5,1.0,145,1903.9432764659769,image_00822.npy
822,image_00823.fits,20,2.5,1.5,1.0,427,3267.261850540908,image_00823.npy
823,image_00824.fits,20,2.5,1.5,1.0,235,2423.8399287081643,image_00824.npy
824,image_00825.fits,20,2.5,1.5,1.0,343,2928.3100928692643,image_00825.npy
825,image_00826.fits,20,2.5,1.5,1.0,78,1396.424004376894,image_00826.npy
826,image_00827.fits,20,2.5,1.5,1.0,401,3166.228039797513,image_00827.npy
827,image_00828.fits,20,2.5,1.5,1.0,153,1955.7607215607943,image_00828.npy
828,image_00829.fits,20,2.5,1.5,1.0,149,1930.0259065618784,image_00829.npy
829,image_00830.fits,20,2.5,1.5,1.0,1,158.11388300841895,image_00830.npy
830,image_00831.fits,20,2.5,1.5,1.0,357,2987.4738492579318,image_00831.npy
831,image_00832.fits,20,2.5,1.5,1.0,495,3517.811819867572,image_00832.npy
832,image_00833.fits,20,2.5,1.5,1.0,44,1048.8088481701516,image_00833.npy
833,image_00834.fits,20,2.5,1.5,1.0,189,2173.706511928416,image_00834.npy
834,image_00835.fits,20,2.5,1.5,1.0,476,3449.637662132068,image_00835.npy
835,image_00836.fits,20,2.5,1.5,1.0,269,2593.260495977988,image_00836.npy
836,image_00837.fits,20,2.5,1.5,1.0,146,1910.49731745428,image_00837.npy
837,image_00838.fits,20,2.5,1.5,1.0,221,2350.531854708632,image_00838.npy
838,image_00839.fits,20,2.5,1.5,1.0,271,2602.8830169640737,image_00839.npy
839,image_00840.fits,20,2.5,1.5,1.0,219,2339.8717913595183,image_00840.npy
840,image_00841.fits,20,2.5,1.5,1.0,1,158.11388300841895,image_00841.npy
841,image_00842.fits,20,2.5,1.5,1.0,389,3118.493225902535,image_00842.npy
842,image_00843.fits,20,2.5,1.5,1.0,288,2683.281572999748,image_00843.npy
843,image_00844.fits,20,2.5,1.5,1.0,390,3122.4989991991997,image_00844.npy
844,image_00845.fits,20,2.5,1.5,1.0,496,3521.3633723318017,image_00845.npy
845,image_00846.fits,20,2.5,1.5,1.0,241,2454.5875417267152,image_00846.npy
846,image_00847.fits,20,2.5,1.5,1.0,119,1724.818831066034,image_00847.npy
847,image_00848.fits,20,2.5,1.5,1.0,76,1378.404875209022,image_00848.npy
848,image_00849.fits,20,2.5,1.5,1.0,392,3130.4951684997054,image_00849.npy
849,image_00850.fits,20,2.5,1.5,1.0,444,3331.6662497915363,image_00850.npy
850,image_00851.fits,20,2.5,1.5,1.0,385,3102.4184114977143,image_00851.npy
851,image_00852.fits,20,2.5,1.5,1.0,410,3201.5621187164243,image_00852.npy
852,image_00853.fits,20,2.5,1.5,1.0,113,1680.7736313971611,image_00853.npy
853,image_00854.fits,20,2.5,1.5,1.0,71,1332.2912594474226,image_00854.npy
854,image_00855.fits,20,2.5,1.5,1.0,352,2966.4793948382653,image_00855.npy
855,image_00856.fits,20,2.5,1.5,1.0,10,500.0,image_00856.npy
856,image_00857.fits,20,2.5,1.5,1.0,363,3012.474066278414,image_00857.npy
857,image_00858.fits,20,2.5,1.5,1.0,410,3201.5621187164243,image_00858.npy
858,image_00859.fits,20,2.5,1.5,1.0,487,3489.26926447358,image_00859.npy
859,image_00860.fits,20,2.5,1.5,1.0,446,3339.1615714128,image_00860.npy
860,image_00861.fits,20,2.5,1.5,1.0,76,1378.404875209022,image_00861.npy
861,image_00862.fits,20,2.5,1.5,1.0,493,3510.6979363083915,image_00862.npy
862,image_00863.fits,20,2.5,1.5,1.0,265,2573.90753524675,image_00863.npy
863,image_00864.fits,20,2.5,1.5,1.0,392,3130.4951684997054,image_00864.npy
864,image_00865.fits,20,2.5,1.5,1.0,413,3213.253802611925,image_00865.npy
865,image_00866.fits,20,2.5,1.5,1.0,445,3335.4160160315832,image_00866.npy
866,image_00867.fits,20,2.5,1.5,1.0,203,2252.776065213762,image_00867.npy
867,image_00868.fits,20,2.5,1.5,1.0,46,1072.3805294763608,image_00868.npy
868,image_00869.fits,20,2.5,1.5,1.0,330,2872.281323269014,image_00869.npy
869,image_00870.fits,20,2.5,1.5,1.0,233,2413.503677229434,image_00870.npy
870,image_00871.fits,20,2.5,1.5,1.0,272,2607.6809620810595,image_00871.npy
871,image_00872.fits,20,2.5,1.5,1.0,273,2612.4700955226263,image_00872.npy
872,image_00873.fits,20,2.5,1.5,1.0,61,1234.908903522847,image_00873.npy
873,image_00874.fits,20,2.5,1.5,1.0,351,2962.262648719725,image_00874.npy
874,image_00875.fits,20,2.5,1.5,1.0,291,2697.2207918522354,image_00875.npy
875,image_00876.fits,20,2.5,1.5,1.0,294,2711.0883423451914,image_00876.npy
876,image_00877.fits,20,2.5,1.5,1.0,425,3259.6012026013245,image_00877.npy
877,image_00878.fits,20,2.5,1.5,1.0,231,2403.122968139583,image_00878.npy
878,image_00879.fits,20,2.5,1.5,1.0,404,3178.0497164141407,image_00879.npy
879,image_00880.fits,20,2.5,1.5,1.0,409,3197.6553910638963,image_00880.npy
880,image_00881.fits,20,2.5,1.5,1.0,350,2958.039891549808,image_00881.npy
881,image_00882.fits,20,2.5,1.5,1.0,338,2906.8883707497266,image_00882.npy
882,image_00883.fits,20,2.5,1.5,1.0,178,2109.5023109728986,image_00883.npy
883,image_00884.fits,20,2.5,1.5,1.0,295,2715.695122800054,image_00884.npy
884,image_00885.fits,20,2.5,1.5,1.0,359,2995.8304357890484,image_00885.npy
885,image_00886.fits,20,2.5,1.5,1.0,151,1942.9359227725447,image_00886.npy
886,image_00887.fits,20,2.5,1.5,1.0,32,894.4271909999159,image_00887.npy
887,image_00888.fits,20,2.5,1.5,1.0,188,2167.94833886788,image_00888.npy
888,image_00889.fits,20,2.5,1.5,1.0,308,2774.8873851023213,image_00889.npy
889,image_00890.fits,20,2.5,1.5,1.0,37,961.7692030835672,image_00890.npy
890,image_00891.fits,20,2.5,1.5,1.0,308,2774.8873851023213,image_00891.npy
891,image_00892.fits,20,2.5,1.5,1.0,275,2622.0221204253785,image_00892.npy
892,image_00893.fits,20,2.5,1.5,1.0,84,1449.137674618944,image_00893.npy
893,image_00894.fits,20,2.5,1.5,1.0,246,2479.9193535274485,image_00894.npy
894,image_00895.fits,20,2.5,1.5,1.0,272,2607.6809620810595,image_00895.npy
895,image_00896.fits,20,2.5,1.5,1.0,92,1516.57508881031,image_00896.npy
896,image_00897.fits,20,2.5,1.5,1.0,463,3402.2051672408,image_00897.npy
897,image_00898.fits,20,2.5,1.5,1.0,307,2770.379035439013,image_00898.npy
898,image_00899.fits,20,2.5,1.5,1.0,146,1910.49731745428,image_00899.npy
899,image_00900.fits,20,2.5,1.5,1.0,164,2024.8456731316585,image_00900.npy
900,image_00901.fits,20,2.5,1.5,1.0,111,1665.8331248957682,image_00901.npy
901,image_00902.fits,20,2.5,1.5,1.0,118,1717.5564037317667,image_00902.npy
902,image_00903.fits,20,2.5,1.5,1.0,231,2403.122968139583,image_00903.npy
903,image_00904.fits,20,2.5,1.5,1.0,374,3057.776970284131,image_00904.npy
904,image_00905.fits,20,2.5,1.5,1.0,399,3158.322339470752,image_00905.npy
905,image_00906.fits,20,2.5,1.5,1.0,453,3365.263734092768,image_00906.npy
906,image_00907.fits,20,2.5,1.5,1.0,452,3361.5472627943223,image_00907.npy
907,image_00908.fits,20,2.5,1.5,1.0,209,2285.825890132492,image_00908.npy
908,image_00909.fits,20,2.5,1.5,1.0,262,2559.296778413945,image_00909.npy
909,image_00910.fits,20,2.5,1.5,1.0,59,1214.495780149112,image_00910.npy
910,image_00911.fits,20,2.5,1.5,1.0,452,3361.5472627943223,image_00911.npy
911,image_00912.fits,20,2.5,1.5,1.0,53,1151.0864433221338,image_00912.npy
912,image_00913.fits,20,2.5,1.5,1.0,480,3464.1016151377544,image_00913.npy
913,image_00914.fits,20,2.5,1.5,1.0,213,2307.5961518428653,image_00914.npy
914,image_00915.fits,20,2.5,1.5,1.0,367,3029.026246172192,image_00915.npy
915,image_00916.fits,20,2.5,1.5,1.0,36,948.6832980505136,image_00916.npy
916,image_00917.fits,20,2.5,1.5,1.0,52,1140.175425099138,image_00917.npy
917,image_00918.fits,20,2.5,1.5,1.0,2,223.60679774997897,image_00918.npy
918,image_00919.fits,20,2.5,1.5,1.0,228,2387.467277262664,image_00919.npy
919,image_00920.fits,20,2.5,1.5,1.0,334,2889.636655359978,image_00920.npy
920,image_00921.fits,20,2.5,1.5,1.0,188,2167.94833886788,image_00921.npy
921,image_00922.fits,20,2.5,1.5,1.0,439,3312.853754695489,image_00922.npy
922,image_00923.fits,20,2.5,1.5,1.0,282,2655.1836094703503,image_00923.npy
923,image_00924.fits,20,2.5,1.5,1.0,47,1083.97416943394,image_00924.npy
924,image_00925.fits,20,2.5,1.5,1.0,60,1224.744871391589,image_00925.npy
925,image_00926.fits,20,2.5,1.5,1.0,482,3471.310991541956,image_00926.npy
926,image_00927.fits,20,2.5,1.5,1.0,176,2097.617696340303,image_00927.npy
927,image_00928.fits,20,2.5,1.5,1.0,394,3138.4709652950432,image_00928.npy
928,image_00929.fits,20,2.5,1.5,1.0,327,2859.1956910991594,image_00929.npy
929,image_00930.fits,20,2.5,1.5,1.0,231,2403.122968139583,image_00930.npy
930,image_00931.fits,20,2.5,1.5,1.0,420,3240.37034920393,image_00931.npy
931,image_00932.fits,20,2.5,1.5,1.0,390,3122.4989991991997,image_00932.npy
932,image_00933.fits,20,2.5,1.5,1.0,44,1048.8088481701516,image_00933.npy
933,image_00934.fits,20,2.5,1.5,1.0,18,670.8203932499368,image_00934.npy
934,image_00935.fits,20,2.5,1.5,1.0,346,2941.088233970549,image_00935.npy
935,image_00936.fits,20,2.5,1.5,1.0,355,2979.0938219532463,image_00936.npy
936,image_00937.fits,20,2.5,1.5,1.0,141,1877.4983355518584,image_00937.npy
937,image_00938.fits,20,2.5,1.5,1.0,296,2720.2941017470885,image_00938.npy
938,image_00939.fits,20,2.5,1.5,1.0,166,2037.154878746336,image_00939.npy
939,image_00940.fits,20,2.5,1.5,1.0,379,3078.148794324277,image_00940.npy
940,image_00941.fits,20,2.5,1.5,1.0,402,3170.173496829472,image_00941.npy
941,image_00942.fits,20,2.5,1.5,1.0,339,2911.185325601928,image_00942.npy
942,image_00943.fits,20,2.5,1.5,1.0,266,2578.7593916455253,image_00943.npy
943,image_00944.fits,20,2.5,1.5,1.0,19,689.202437604511,image_00944.npy
944,image_00945.fits,20,2.5,1.5,1.0,101,1589.0248582070703,image_00945.npy
945,image_00946.fits,20,2.5,1.5,1.0,18,670.8203932499368,image_00946.npy
946,image_00947.fits,20,2.5,1.5,1.0,253,2514.9552679918584,image_00947.npy
947,image_00948.fits,20,2.5,1.5,1.0,230,2397.91576165636,image_00948.npy
948,image_00949.fits,20,2.5,1.5,1.0,16,632.4555320336758,image_00949.npy
949,image_00950.fits,20,2.5,1.5,1.0,100,1581.1388300841895,image_00950.npy
950,image_00951.fits,20,2.5,1.5,1.0,415,3221.024681681281,image_00951.npy
951,image_00952.fits,20,2.5,1.5,1.0,321,2832.8430948430587,image_00952.npy
952,image_00953.fits,20,2.5,1.5,1.0,105,1620.185174601965,image_00953.npy
953,image_00954.fits,20,2.5,1.5,1.0,121,1739.2527130926085,image_00954.npy
954,image_00955.fits,20,2.5,1.5,1.0,204,2258.317958127243,image_00955.npy
955,image_00956.fits,20,2.5,1.5,1.0,285,2669.269563007828,image_00956.npy
956,image_00957.fits,20,2.5,1.5,1.0,102,1596.871942267131,image_00957.npy
957,image_00958.fits,20,2.5,1.5,1.0,278,2636.285265292813,image_00958.npy
958,image_00959.fits,20,2.5,1.5,1.0,222,2355.8437978779493,image_00959.npy
959,image_00960.fits,20,2.5,1.5,1.0,130,1802.7756377319945,image_00960.npy
960,image_00961.fits,20,2.5,1.5,1.0,396,3146.4265445104547,image_00961.npy
961,image_00962.fits,20,2.5,1.5,1.0,391,3126.499640172696,image_00962.npy
962,image_00963.fits,20,2.5,1.5,1.0,159,1993.7402037376885,image_00963.npy
963,image_00964.fits,20,2.5,1.5,1.0,167,2043.2816741702547,image_00964.npy
964,image_00965.fits,20,2.5,1.5,1.0,150,1936.4916731037083,image_00965.npy
965,image_00966.fits,20,2.5,1.5,1.0,436,3301.514803843836,image_00966.npy
966,image_00967.fits,20,2.5,1.5,1.0,439,3312.853754695489,image_00967.npy
967,image_00968.fits,20,2.5,1.5,1.0,276,2626.7851073127395,image_00968.npy
968,image_00969.fits,20,2.5,1.5,1.0,323,2841.6544476765644,image_00969.npy
969,image_00970.fits,20,2.5,1.5,1.0,238,2439.2621835300934,image_00970.npy
970,image_00971.fits,20,2.5,1.5,1.0,472,3435.112807463533,image_00971.npy
971,image_00972.fits,20,2.5,1.5,1.0,386,3106.444913401813,image_00972.npy
972,image_00973.fits,20,2.5,1.5,1.0,171,2067.607312813533,image_00973.npy
973,image_00974.fits,20,2.5,1.5,1.0,100,1581.1388300841895,image_00974.npy
974,image_00975.fits,20,2.5,1.5,1.0,487,3489.26926447358,image_00975.npy
975,image_00976.fits,20,2.5,1.5,1.0,269,2593.260495977988,image_00976.npy
976,image_00977.fits,20,2.5,1.5,1.0,294,2711.0883423451914,image_00977.npy
977,image_00978.fits,20,2.5,1.5,1.0,9,474.34164902525686,image_00978.npy
978,image_00979.fits,20,2.5,1.5,1.0,64,1264.9110640673516,image_00979.npy
979,image_00980.fits,20,2.5,1.5,1.0,281,2650.471656139714,image_00980.npy
980,image_00981.fits,20,2.5,1.5,1.0,417,3228.776858192588,image_00981.npy
981,image_00982.fits,20,2.5,1.5,1.0,430,3278.7192621510003,image_00982.npy
982,image_00983.fits,20,2.5,1.5,1.0,278,2636.285265292813,image_00983.npy
983,image_00984.fits,20,2.5,1.5,1.0,27,821.5838362577492,image_00984.npy
984,image_00985.fits,20,2.5,1.5,1.0,200,2236.06797749979,image_00985.npy
985,image_00986.fits,20,2.5,1.5,1.0,245,2474.8737341529163,image_00986.npy
986,image_00987.fits,20,2.5,1.5,1.0,157,1981.1612756158947,image_00987.npy
987,image_00988.fits,20,2.5,1.5,1.0,141,1877.4983355518584,image_00988.npy
988,image_00989.fits,20,2.5,1.5,1.0,83,1440.4860290887932,image_00989.npy
989,image_00990.fits,20,2.5,1.5,1.0,111,1665.8331248957682,image_00990.npy
990,image_00991.fits,20,2.5,1.5,1.0,26,806.2257748298549,image_00991.npy
991,image_00992.fits,20,2.5,1.5,1.0,60,1224.744871391589,image_00992.npy
992,image_00993.fits,20,2.5,1.5,1.0,101,1589.0248582070703,image_00993.npy
993,image_00994.fits,20,2.5,1.5,1.0,257,2534.758371127315,image_00994.npy
994,image_00995.fits,20,2.5,1.5,1.0,358,2991.655060330318,image_00995.npy
995,image_00996.fits,20,2.5,1.5,1.0,435,3297.7264895682297,image_00996.npy
996,image_00997.fits,20,2.5,1.5,1.0,40,1000.0,image_00997.npy
997,image_00998.fits,20,2.5,1.5,1.0,201,2241.651177145989,image_00998.npy
998,image_00999.fits,20,2.5,1.5,1.0,1,158.11388300841895,image_00999.npy
999,image_01000.fits,20,2.5,1.5,1.0,5,353.5533905932737,image_01000.npy
1000,image_01001.fits,20,2.5,1.5,1.0,209,2285.825890132492,image_01001.npy
1001,image_01002.fits,20,2.5,1.5,1.0,418,3232.6459750489225,image_01002.npy
1002,image_01003.fits,20,2.5,1.5,1.0,443,3327.912258458747,image_01003.npy
1003,image_01004.fits,20,2.5,1.5,1.0,435,3297.7264895682297,image_01004.npy
1004,image_01005.fits,20,2.5,1.5,1.0,186,2156.3858652847825,image_01005.npy
1005,image_01006.fits,20,2.5,1.5,1.0,448,3346.640106136302,image_01006.npy
1006,image_01007.fits,20,2.5,1.5,1.0,197,2219.2341021172147,image_01007.npy
1007,image_01008.fits,20,2.5,1.5,1.0,246,2479.9193535274485,image_01008.npy
1008,image_01009.fits,20,2.5,1.5,1.0,350,2958.039891549808,image_01009.npy
1009,image_01010.fits,20,2.5,1.5,1.0,39,987.4208829065748,image_01010.npy
1010,image_01011.fits,20,2.5,1.5,1.0,442,3324.1540277189324,image_01011.npy
1011,image_01012.fits,20,2.5,1.5,1.0,493,3510.6979363083915,image_01012.npy
1012,image_01013.fits,20,2.5,1.5,1.0,57,1193.733638631332,image_01013.npy
1013,image_01014.fits,20,2.5,1.5,1.0,425,3259.6012026013245,image_01014.npy
1014,image_01015.fits,20,2.5,1.5,1.0,40,1000.0,image_01015.npy
1015,image_01016.fits,20,2.5,1.5,1.0,272,2607.6809620810595,image_01016.npy
1016,image_01017.fits,20,2.5,1.5,1.0,310,2783.882181415011,image_01017.npy
1017,image_01018.fits,20,2.5,1.5,1.0,100,1581.1388300841895,image_01018.npy
1018,image_01019.fits,20,2.5,1.5,1.0,239,2444.381312316063,image_01019.npy
1019,image_01020.fits,20,2.5,1.5,1.0,191,2185.1773383412155,image_01020.npy
1020,image_01021.fits,20,2.5,1.5,1.0,99,1573.2132722552274,image_01021.npy
1021,image_01022.fits,20,2.5,1.5,1.0,286,2673.948391424188,image_01022.npy
1022,image_01023.fits,20,2.5,1.5,1.0,293,2706.4737205448714,image_01023.npy
1023,image_01024.fits,20,2.5,1.5,1.0,263,2564.1762809916167,image_01024.npy
1024,image_01025.fits,20,2.5,1.5,1.0,181,2127.204738618265,image_01025.npy
1025,image_01026.fits,20,2.5,1.5,1.0,135,1837.117307087384,image_01026.npy
1026,image_01027.fits,20,2.5,1.5,1.0,66,1284.5232578665127,image_01027.npy
1027,image_01028.fits,20,2.5,1.5,1.0,286,2673.948391424188,image_01028.npy
1028,image_01029.fits,20,2.5,1.5,1.0,497,3524.9113464029133,image_01029.npy
1029,image_01030.fits,20,2.5,1.5,1.0,111,1665.8331248957682,image_01030.npy
1030,image_01031.fits,20,2.5,1.5,1.0,456,3376.388603226826,image_01031.npy
1031,image_01032.fits,20,2.5,1.5,1.0,484,3478.505426185217,image_01032.npy
1032,image_01033.fits,20,2.5,1.5,1.0,87,1474.788120375263,image_01033.npy
1033,image_01034.fits,20,2.5,1.5,1.0,488,3492.849839314596,image_01034.npy
1034,image_01035.fits,20,2.5,1.5,1.0,258,2539.6850198400584,image_01035.npy
1035,image_01036.fits,20,2.5,1.5,1.0,122,1746.424919657298,image_01036.npy
1036,image_01037.fits,20,2.5,1.5,1.0,9,474.34164902525686,image_01037.npy
1037,image_01038.fits,20,2.5,1.5,1.0,22,741.6198487095663,image_01038.npy
1038,image_01039.fits,20,2.5,1.5,1.0,426,3263.433774416144,image_01039.npy
1039,image_01040.fits,20,2.5,1.5,1.0,195,2207.940216581961,image_01040.npy
1040,image_01041.fits,20,2.5,1.5,1.0,403,3174.114049620776,image_01041.npy
1041,image_01042.fits,20,2.5,1.5,1.0,98,1565.2475842498527,image_01042.npy
1042,image_01043.fits,20,2.5,1.5,1.0,358,2991.655060330318,image_01043.npy
1043,image_01044.fits,20,2.5,1.5,1.0,364,3016.6206257996714,image_01044.npy
1044,image_01045.fits,20,2.5,1.5,1.0,70,1322.8756555322952,image_01045.npy
1045,image_01046.fits,20,2.5,1.5,1.0,118,1717.5564037317667,image_01046.npy
1046,image_01047.fits,20,2.5,1.5,1.0,124,1760.6816861659008,image_01047.npy
1047,image_01048.fits,20,2.5,1.5,1.0,279,2641.0225292488512,image_01048.npy
1048,image_01049.fits,20,2.5,1.5,1.0,352,2966.4793948382653,image_01049.npy
1049,image_01050.fits,20,2.5,1.5,1.0,72,1341.6407864998737,image_01050.npy
1050,image_01051.fits,20,2.5,1.5,1.0,295,2715.695122800054,image_01051.npy
1051,image_01052.fits,20,2.5,1.5,1.0,124,1760.6816861659008,image_01052.npy
1052,image_01053.fits,20,2.5,1.5,1.0,254,2519.9206336708303,image_01053.npy
1053,image_01054.fits,20,2.5,1.5,1.0,64,1264.9110640673516,image_01054.npy
1054,image_01055.fits,20,2.5,1.5,1.0,391,3126.499640172696,image_01055.npy
1055,image_01056.fits,20,2.5,1.5,1.0,355,2979.0938219532463,image_01056.npy
1056,image_01057.fits,20,2.5,1.5,1.0,83,1440.4860290887932,image_01057.npy
1057,image_01058.fits,20,2.5,1.5,1.0,408,3193.743884534262,image_01058.npy
1058,image_01059.fits,20,2.5,1.5,1.0,495,3517.811819867572,image_01059.npy
1059,image_01060.fits,20,2.5,1.5,1.0,156,1974.8417658131496,image_01060.npy
1060,image_01061.fits,20,2.5,1.5,1.0,381,3086.2598724021927,image_01061.npy
1061,image_01062.fits,20,2.5,1.5,1.0,394,3138.4709652950432,image_01062.npy
1062,image_01063.fits,20,2.5,1.5,1.0,214,2313.0067012440754,image_01063.npy
1063,image_01064.fits,20,2.5,1.5,1.0,427,3267.261850540908,image_01064.npy
1064,image_01065.fits,20,2.5,1.5,1.0,104,1612.4515496597098,image_01065.npy
1065,image_01066.fits,20,2.5,1.5,1.0,338,2906.8883707497266,image_01066.npy
1066,image_01067.fits,20,2.5,1.5,1.0,80,1414.2135623730949,image_01067.npy
1067,image_01068.fits,20,2.5,1.5,1.0,46,1072.3805294763608,image_01068.npy
1068,image_01069.fits,20,2.5,1.5,1.0,384,3098.386676965933,image_01069.npy
1069,image_01070.fits,20,2.5,1.5,1.0,406,3185.9064644147984,image_01070.npy
1070,image_01071.fits,20,2.5,1.5,1.0,224,2366.4319132398464,image_01071.npy
1071,image_01072.fits,20,2.5,1.5,1.0,330,2872.281323269014,image_01072.npy
1072,image_01073.fits,20,2.5,1.5,1.0,435,3297.7264895682297,image_01073.npy
1073,image_01074.fits,20,2.5,1.5,1.0,87,1474.788120375263,image_01074.npy
1074,image_01075.fits,20,2.5,1.5,1.0,374,3057.776970284131,image_01075.npy
1075,image_01076.fits,20,2.5,1.5,1.0,96,1549.1933384829667,image_01076.npy
1076,image_01077.fits,20,2.5,1.5,1.0,233,2413.503677229434,image_01077.npy
1077,image_01078.fits,20,2.5,1.5,1.0,85,1457.7379737113251,image_01078.npy
1078,image_01079.fits,20,2.5,1.5,1.0,144,1897.3665961010277,image_01079.npy
1079,image_01080.fits,20,2.5,1.5,1.0,188,2167.94833886788,image_01080.npy
1080,image_01081.fits,20,2.5,1.5,1.0,288,2683.281572999748,image_01081.npy
1081,image_01082.fits,20,2.5,1.5,1.0,254,2519.9206336708303,image_01082.npy
1082,image_01083.fits,20,2.5,1.5,1.0,58,1204.1594578792294,image_01083.npy
1083,image_01084.fits,20,2.5,1.5,1.0,136,1843.9088914585773,image_01084.npy
1084,image_01085.fits,20,2.5,1.5,1.0,272,2607.6809620810595,image_01085.npy
1085,image_01086.fits,20,2.5,1.5,1.0,209,2285.825890132492,image_01086.npy
1086,image_01087.fits,20,2.5,1.5,1.0,222,2355.8437978779493,image_01087.npy
1087,image_01088.fits,20,2.5,1.5,1.0,244,2469.817807045694,image_01088.npy
1088,image_01089.fits,20,2.5,1.5,1.0,353,2970.6901555025897,image_01089.npy
1089,image_01090.fits,20,2.5,1.5,1.0,59,1214.495780149112,image_01090.npy
1090,image_01091.fits,20,2.5,1.5,1.0,461,3394.849039353591,image_01091.npy
1091,image_01092.fits,20,2.5,1.5,1.0,298,2729.468812791236,image_01092.npy
1092,image_01093.fits,20,2.5,1.5,1.0,261,2554.40795488896,image_01093.npy
1093,image_01094.fits,20,2.5,1.5,1.0,490,3499.9999999999995,image_01094.npy
1094,image_01095.fits,20,2.5,1.5,1.0,131,1809.6961070853856,image_01095.npy
